192909,  -2.15,  -3.54,  -5.42,  -4.20,  -0.18,   1.11,  -7.49,  -4.12,  -5.85,  -4.23,  -2.06, -11.59,  -5.72,   2.50,  -3.61,  -5.35,  -4.18
192910, -17.34, -11.81, -18.19, -18.02, -16.10, -28.65, -16.71, -19.63, -21.53, -23.01, -21.64, -33.01, -15.18, -30.36, -23.63, -21.56, -20.07
192911, -13.76, -12.29,  -6.55, -14.90, -17.02, -12.61,  -7.92,  -6.94, -15.72, -15.73, -13.97, -14.47,  -9.44, -12.47, -13.38, -13.42, -15.39
192912,  -1.49,  -7.88,  -3.80,  -6.44, -11.14,   3.54,  -7.85,  -6.71,   0.94,   0.84,  -0.15,   1.99,   1.06,   8.98,  -7.66,  -0.92,  -8.17
193001,   6.66,  11.51,   1.89,  10.78,  11.89,   9.50,  17.10,  11.85,  13.25,  16.37,  15.10,  13.36,   9.56,   5.52,   9.71,   9.63,  14.20
193002,   1.61,   1.52,  -4.45,   4.22,   4.36,   9.07,   2.31,   5.27,   1.42,   7.01,   5.92,   7.10,   3.77,   9.11,  -1.46,   6.66,   5.93
193003,   7.70,   5.91,  30.66,   9.41,  33.22,  12.42,   4.11,  11.50,   7.75,   5.97,  10.85,  12.85,   7.43,  10.60,   2.56,   6.27,  12.14
193004,  -3.64,  -9.52,   4.02,  -4.81, -13.76, -11.37,  -6.27,  -5.23, -12.20,  -6.35,  -2.28, -11.69,  -8.41,   1.34,   2.57,  -7.51,   1.34
193005,  -1.57,  -3.93,  -5.74,  -5.28, -13.38,   2.59,  -0.96,  -8.93,  -1.90,  -2.38,  -6.46,  -3.82,  -3.46,  -1.91,  -2.06,  -3.60,  -5.89
193006, -15.39, -14.39, -18.35, -14.78, -28.74, -15.55, -15.14, -20.71, -18.84, -15.33, -22.10, -26.97, -16.54, -17.75, -16.30, -16.34, -21.35
193007,   0.70,   0.35,   2.94,   3.91,   4.50,   4.45,   3.72,   6.89,   4.59,   7.89,   4.97,  10.58,   1.36,   3.95,   1.43,   4.21,   5.05
193008,   0.49,  -1.60,  -6.24,  -3.26,  -6.01,   2.04,  -0.12,  -3.34,  -5.01,   0.85,   0.23,  -5.81,  -0.74,   1.17,   0.59,  -0.54,  -3.25
193009, -13.06, -10.24, -20.65, -13.43, -17.73, -21.15, -11.03, -17.36, -14.22, -12.81, -18.57, -19.74, -14.77, -11.88, -10.04, -15.72, -16.49
193010,  -1.05,  -6.82, -12.53,  -5.83,  -9.50,  -9.31,  -7.55, -11.64, -10.14, -10.53, -13.58, -15.76,  -9.22,  -9.69, -12.43, -13.04, -10.04
193011,   0.31,  -1.10,  -6.30,  -4.06,   4.70,  -5.35,  -1.18,  -2.46,  -0.81,  -3.12,  -1.63,   5.58,  -4.60,  -6.29,  -1.21,  -7.55,  -3.15
193012, -13.68, -14.18, -18.81, -13.73, -15.46, -12.20,  -9.65, -12.70, -13.28, -11.07, -13.57,  -8.74, -14.63,  -4.63, -16.37, -16.02, -16.88
193101,  17.06,  18.58,  12.56,  16.68,  13.56,   9.07,  13.30,  13.40,  10.43,   7.99,  13.90,  13.84,  19.51,   5.21,   8.92,  21.64,  13.98
193102,   7.49,  15.72,  13.68,  23.83,  11.22,  14.27,  16.01,  16.58,  22.14,  10.38,  15.46,  24.32,   7.61,  15.43,  18.04,  19.18,  17.87
193103,  -1.22,  -3.10, -15.04,   3.14,  -7.29, -12.72,  -5.34,  -7.54, -10.21,   3.83,  -7.46,  -6.72, -10.11,  -4.48,  -3.17, -10.07,  -3.26
193104, -16.11, -14.20, -17.35, -17.75, -16.07, -16.21,  -3.35, -17.97, -18.52, -14.82, -17.67, -20.88, -13.25,  -9.96, -10.35, -15.18, -16.82
193105, -11.59, -13.00, -18.03,  -5.78, -12.39, -11.57, -13.67, -15.28, -19.94, -16.87, -15.28, -17.29, -16.08, -11.67,  -8.29, -18.36, -14.85
193106,  19.92,  10.72,  25.30,  11.35,   8.97,  19.24,  12.80,  23.08,  26.12,  14.24,  15.05,  20.93,  25.91,  10.11,   6.69,  21.94,  18.02
193107,  -2.66,  -6.68,  -6.40,  -0.92,  -9.92,  -7.59,  -2.92,  -6.34, -12.13,  -9.32, -12.04,  -7.72,  -9.63,  -2.66,  -2.66,  -9.73,  -5.81
193108,  -4.20,   0.62,  11.45,   1.27,  -1.43,  -1.80,  -1.54,  -5.27,  -2.05,  -1.31,  -4.82,  -3.54,  -6.51,   0.85,   0.29,  -2.99,  -1.51
193109, -28.80, -21.39, -34.76, -25.37, -33.61, -30.01, -29.63, -32.82, -33.78, -27.07, -33.20, -34.73, -25.89, -32.02, -29.78, -36.92, -31.64
193110,  13.45,   9.65,  12.94,   7.80,  10.10,  18.18,  14.18,   9.85,  12.15,   5.49,  11.87,  13.33,   1.39,   8.00,   7.72,  13.50,   9.23
193111,  -6.86, -10.82,  -7.57,  -9.97,   0.97, -13.83,  -5.15,  -8.93,  -8.54,  -5.84,  -7.88,  -1.10, -13.53,  -4.52,  -8.63, -12.11, -13.95
193112, -11.54, -17.54, -22.16, -21.03, -25.52, -13.27,  -5.53, -17.87, -21.26, -18.58, -19.40, -16.53, -21.67, -12.76, -20.46, -19.63, -18.36
193201,   0.79,   4.93,  10.78,  20.64,   1.27,   3.62,   5.35,   4.99,   4.13,   2.94,   7.59,   7.72,  20.21,  -2.15,   6.21,   6.02,   7.54
193202,   3.38,   0.97,   3.71,   4.40,  11.32,  -0.61,  -0.98,   6.12,   1.06,  -3.20,   2.85,  -0.12,  -2.14,   5.62,   1.14,   8.77,   3.59
193203,  -7.72,  -8.55,  -1.03,  -8.65,  -7.48, -10.34,  -4.90, -13.87, -13.73,  -9.78, -14.05, -18.61, -17.50, -10.43, -15.01, -16.18, -11.12
193204, -17.13, -12.08, -11.84, -14.94, -17.62, -18.88, -15.99, -19.99, -19.57, -22.52, -24.63, -23.75, -16.93, -16.22, -10.43, -20.96, -19.28
193205, -16.59, -12.33,  -7.20, -11.33, -30.73, -19.71, -21.55, -17.93, -23.65,  -8.02, -18.47, -22.29, -25.93, -29.55, -23.37, -24.32, -23.43
193206,  12.24,  -2.71,   3.47,   3.35,   0.94,   8.00,   5.72,   7.42,   4.92,   7.61,   5.17,   4.98,   2.60,  -0.29,   2.08,   1.42,   1.44
193207,  41.88,  39.29,  50.04,  29.18,  41.14,  34.27,  36.52,  47.62,  62.74,  28.64,  37.82,  36.34,  57.37,  36.79,  25.96,  56.97,  42.02
193208,  46.61,  78.96,  27.83,  84.15,  62.82,  65.71,  31.24,  61.14,  81.84,  52.27,  56.95,  75.10,  76.37,  65.60,  67.28,  79.05,  78.24
193209,  -5.78,   0.54, -12.79,  -3.96,  -2.73,  -4.00,  -6.25,  -5.48,  -7.87,   0.92,  -5.61,   4.95,  -5.47,  -7.78,  -7.72,  -7.69,  -7.54
193210, -12.64, -13.72,  -4.50, -15.32, -18.09, -17.19, -12.39, -21.37, -21.83,  -8.52, -17.17, -24.64, -20.29, -13.79, -13.92, -15.44, -16.94
193211,  -6.69,  -5.43,  -2.87, -10.94,  -6.72,  -3.91,  -4.57,  -1.79, -11.42,  -2.34,  -7.78,  -7.96, -13.53,  -6.58,  -7.47,  -6.39,   2.55
193212,   0.37,  -5.70,  -3.18,  -4.91, -11.35,   8.64,   1.79,  -6.39,  -6.81,  -9.00,  -4.77,  -4.48,  -0.37,   3.05,  -4.43,  -2.44, -10.26
193301,   4.22,   2.20,  -3.09,   2.42,   2.11,   4.71,   5.48,   3.94,   3.50,   3.04,   5.68,   1.36,  11.42,  -5.68,   2.42,   5.12,  -0.43
193302,  -8.36, -12.95,  -6.30,  -9.42, -18.82, -19.51,  -7.89, -16.17, -17.99, -15.70, -16.54, -26.21, -15.72, -21.74, -18.48, -19.56, -16.03
193303,  21.98,  15.33,   2.60,   3.90,  15.33,  13.48,   6.31,  15.75,  19.32,  21.86,  13.21,   3.61,   4.78, -12.56,  19.29,   1.31,   8.20
193304,  60.35,  53.05,  34.82,  52.02,  48.91,  47.74,  43.66,  46.05,  87.64,  34.89,  49.81,  65.57,  38.36,  35.11,  43.88,  38.71,  53.45
193305,  38.95,  47.12,  59.71,  60.05, 114.96,  45.72,  32.03,  87.55,  53.12,  92.77,  62.37,  68.07,  65.18,  45.53,  55.67,  51.26,  73.71
193306,  16.10,  30.69,  14.43,  33.27,  16.94,  30.86,  17.24,  23.71,  13.67,  13.89,  17.27,  35.54,  27.75,  20.45,  23.03,  18.73,  21.83
193307,  -6.24,  -9.57, -14.97, -11.60, -12.69,  -6.76, -10.68, -12.72,  -9.27,  -8.17, -11.72, -14.09,  -1.19, -17.24, -14.07, -12.08,  -4.34
193308,  10.90,   7.99,  18.58,   9.06,  16.51,  20.04,  10.40,  11.70,  11.97,  12.61,  14.80,  14.11,   9.22,   1.55,   9.92,   9.10,   7.85
193309, -12.43,  -9.54,  -2.96, -15.55, -15.60, -13.59, -11.46, -14.92, -11.47, -16.20, -17.66, -16.72, -21.27, -23.04, -14.52, -17.27, -16.39
193310,  -8.23,  -9.41,  -9.97,  -8.56, -17.86,  -7.50,  -9.80,  -5.65, -12.02, -14.89, -11.26, -12.58, -13.89, -10.32, -11.94, -13.63,  -6.98
193311,   2.98,  -2.38,  10.26,   3.86,  12.56,  12.97,   5.98,  10.87,   9.45,   6.40,  12.12,  10.97,   3.04,  -0.55,   9.26,   5.48,   3.38
193312,  -2.67,  -5.17,  -6.99,   3.66,  -3.45,   3.87,  -4.01,   1.74,   6.29,  12.32,   4.79,  11.33,   3.09,  -2.41,   2.29,  -0.33,   1.05
193401,  23.82,  26.84,  24.55,  34.94,  32.48,  20.25,  24.11,  25.35,  25.00,  28.31,  33.69,  40.37,  42.28,  28.15,  37.45,  40.66,  34.07
193402,  -1.56,   8.35,  -3.10,   2.48,   8.96,  -1.47,  -1.47,  -0.05,   2.08,   1.12,  -0.93,   2.38,  -0.16,   0.24,   7.39,  -3.08,   2.78
193403,  -0.04,  -5.14,   0.17,   0.99,  -1.45,   1.00,   1.34,   2.90,  -0.20,  -1.96,   0.18,  -1.13,   0.48,  -1.62,   5.21,  -1.64,   2.84
193404,   3.33,   1.28,  -2.04,  -0.20,  10.48,   3.14,   1.45,   1.68,  -4.11,   2.01,  -0.16,  -9.07,   0.28,  -3.14,   0.65,  -3.20,   2.10
193405,  -6.81,  -6.82,  -7.77, -12.06, -13.35,  -9.54,  -5.86, -10.93, -15.17, -10.70, -10.91, -15.28, -12.51, -10.79, -13.04,  -7.37, -10.13
193406,   4.41,   3.71,  -0.63,  -2.68,  -2.13,   3.88,   4.27,   1.28,   4.73,  -0.73,   1.56,  -7.33,  -2.64,   2.71,   0.40,  -0.96,  -3.34
193407, -12.15, -15.94, -15.86, -22.01, -23.78, -13.39, -10.59, -18.90, -20.27, -17.54, -20.55, -21.02, -24.40, -22.47, -15.51, -17.51, -18.08
193408,  10.26,  13.44,   6.25,   5.17,  11.04,  14.30,   7.54,  10.94,  12.09,   9.67,  13.08,   9.76,  11.15,   4.23,   7.78,   7.05,   7.42
193409,  -2.80,  -3.55,  -1.47,   3.82,  -5.93,   0.93,  -2.17,  -2.27,  -3.84,  -2.01,  -1.31,  -2.53,  -2.35,   0.54,   6.46,  -2.38,  -1.03
193410,  -3.27,  -4.14,  -4.66,  -4.33,  -3.51,  -1.31,   3.32,  -1.31,  -6.74,   2.58,   0.44,  -1.37,  -5.42,  -7.54,   5.54,  -0.99,   0.20
193411,   6.41,   5.33,   7.70,  16.36,  32.67,  11.65,  11.22,  18.20,  18.49,  17.10,  21.66,  26.93,   7.44,   0.68,  10.41,  14.12,  11.79
193412,   1.27,   0.76,   0.27,   0.31,  -2.71,   3.67,   1.06,   3.92,   5.12,   2.97,   5.14,   7.14,  -1.96,  -9.03,   1.06,   3.76,  -0.02
193501,  -1.53,  -3.43,  -0.72,  -4.46,  -3.77,  -2.55,  -2.29,  -3.66,  -4.92,  -0.98,  -0.03,  -8.30,  -3.13,  -3.34,  -2.04,  -7.71,  -3.73
193502,   2.58,  -6.24,  -1.36,  -7.75,  -3.39,  -1.97,  -1.84,  -3.15,  -6.84,  -0.54,  -1.09,  -6.83, -12.37, -15.88,  -6.81,  -4.70,  -6.88
193503,  -5.49,  -4.98,  -4.65, -12.90,  -9.69,  -6.65,  -5.88,  -7.41,  -6.97,  -5.91,  -6.79,  -9.99, -12.20,  11.97,  -6.42,  -5.15,  -8.34
193504,   1.93,  22.29,  13.32,  11.41,   9.07,  10.45,   6.75,  10.44,  13.62,  20.45,  11.86,  15.19,   7.85,  10.38,   2.73,   7.66,   6.70
193505,   0.92,  -5.12,   2.13,   6.75,   2.06,   1.51,  -0.15,  -1.16,   0.72,   2.66,   2.61,  -3.36,   1.85,  22.72,   1.95,   7.61,   5.61
193506,   5.30,  -0.97,   0.08,   0.94,   1.17,   6.16,   2.50,   3.31,   4.00,   7.77,   6.96,  10.62,   4.42,   3.37,   4.52,   4.67,   3.91
193507,   0.68,   3.59,   0.02,  11.84,  15.78,   2.83,   6.07,  11.98,  21.00,  14.54,  15.26,  22.08,  12.84,  15.39,   9.47,  13.06,  10.41
193508,   4.88,  13.09,   6.60,   4.57,  15.62,   6.14,   2.11,   3.72,   8.88,   4.03,   3.74,   3.50,  13.06,  20.43,  10.16,  16.62,   7.91
193509,   3.16,  -1.22,  -1.94,   9.02,   4.81,   2.25,   1.70,   3.95,   2.40,   6.28,   6.14,  16.12,  -1.56,  -7.79,  -1.62,  -1.63,   4.41
193510,   7.08,  -2.98,  15.74,   1.78,   8.75,   6.23,   7.35,  16.11,   7.83,   9.24,  12.10,  14.08,  -0.44,  19.66,  11.30,   7.72,  12.18
193511,   4.84,  20.84,  12.25,  10.88,  16.50,   0.60,   8.68,  12.56,   8.40,  11.23,   9.77,  12.88,  37.14,   1.32,   9.80,  16.63,  18.11
193512,   2.50,   0.57,  18.86,   4.56,   3.89,   7.98,   2.73,   9.12,   6.74,   5.05,  11.08,   6.36,   4.68,   7.81,  -2.89,   4.90,   8.17
193601,  11.01,  20.40,  22.28,  12.92,  15.99,   6.78,  12.58,  12.53,  11.36,   6.38,  11.60,   8.39,  25.83,  19.55,   7.16,  18.12,  17.29
193602,   3.76,   4.86,   1.19,   2.20,   5.90,   5.95,  -0.80,   7.73,   9.60,   6.83,   5.28,  14.06,   7.26,  -8.18,   1.46,   0.96,  -0.64
193603,  -0.42,  -5.93,   3.76,  -0.91,   9.58,   2.79,  -0.38,   0.16,  -3.05,   2.58,   4.34,   4.48,  -1.36,   5.77,   4.49,  -4.20,   1.93
193604,  -9.57, -10.30, -10.37, -13.34, -11.79, -12.50,  -9.50, -15.71, -13.96,  -6.06, -12.36, -16.51, -13.83, -10.16, -10.52, -13.67, -12.31
193605,   2.64,   2.92,  -3.43,   3.21,   3.61,   4.89,   2.76,   5.29,   6.88,   4.57,   6.58,   5.95,   9.49,  10.95,   7.94,   7.35,   1.60
193606,   2.74,  -2.69,   2.85,  -1.20,   0.94,   1.24,   0.07,  -3.12,  -2.63,  -4.10,  -0.13,   0.39,  -1.24,   2.08,   2.83,   2.91,  -0.88
193607,   5.42,   9.59,   4.13,   5.54,  12.23,  10.87,   6.26,   4.63,  12.01,   7.50,   7.70,   7.75,   7.36,  10.22,  10.53,   9.79,   7.95
193608,   2.37,   6.05,  -1.60,  -2.11,   1.18,   1.59,   1.11,   3.31,   4.32,   4.59,   2.13,   3.23,   3.05,  -1.35,   3.80,  -1.30,   1.40
193609,   0.65,   6.73,   4.60,   6.30,   9.13,  -0.29,   0.10,   1.75,   3.15,   0.58,   4.05,   4.36,   3.64,   0.33,   5.08,  -0.06,   4.72
193610,   5.27,   9.88,   9.93,   5.44,   8.27,   5.58,   7.56,   7.16,   7.93,   3.23,   5.98,   3.01,   4.55,   3.42,   8.91,   7.38,   7.93
193611,   9.61,  13.86,   5.36,  13.48,  12.36,   9.69,   3.71,   9.33,   9.51,  11.32,   7.94,   3.44,   7.09,  -2.56,  15.90,   9.30,  13.73
193612,   3.15,   8.40,  13.28,  -1.81,  -2.18,   2.09,  -1.19,   2.74,  13.09,   2.21,   3.44,  -5.25,   3.41,   1.47,  -7.29,   2.63,   2.66
193701,   4.40,   5.50,   8.34,   9.02,   7.36,   9.07,   6.64,  14.28,   8.05,   3.90,   9.43,  10.48,   6.95,   7.88,   3.08,   6.74,  10.65
193702,   2.72,   8.43,   0.82,   1.28,   1.70,  -1.33,  -3.59,  -2.25,  10.04,  -0.07,   0.67,   1.60,   6.28,  -4.17,   4.85,  -0.08,   1.52
193703,   0.09,   1.92,   4.42,   0.41,  -3.56,   2.31,  -3.22,  -0.04,   5.26,  -2.88,  -1.81,  -3.66,   4.28,  -7.56,  -3.42,  -4.66,  -0.35
193704,  -8.28, -15.90,  -5.32,  -9.30,  -9.57,  -7.64,  -7.86, -10.76, -14.87,  -9.86,  -8.40, -10.74, -11.67, -10.07, -10.11,  -9.36,  -8.75
193705,  -2.18,  -2.31,  -1.43,  -2.74,  -0.77,   1.64,  -0.54,  -0.75,  -0.24,   0.64,   0.43,  -4.78,  -4.98,  -6.62,  -4.47,  -2.25,  -2.26
193706,  -4.81,  -5.18,  -5.36,  -8.66,  -8.94,  -5.77,  -6.13,  -9.97,  -5.01,  -7.79,  -5.98,  -9.68, -13.81,  -6.85,  -5.03,  -7.63,  -8.68
193707,   6.03,   8.65,   8.66,   9.10,   7.79,   6.60,   7.06,  12.11,  11.51,  11.71,  11.27,  15.44,   9.15,  23.28,   9.81,   9.99,   7.97
193708,  -3.32,  -2.01,  -9.44,  -4.82,  -3.01,  -3.20,  -3.16,  -6.33,  -5.25,  -4.49,  -4.67,  -6.67,  -8.24, -10.98,  -5.29,  -6.48,  -3.26
193709, -14.80, -18.70, -17.36, -21.39, -21.94, -16.49, -13.28, -20.18, -25.41, -19.10, -20.16, -22.12, -21.72, -16.16, -18.08, -16.90, -19.51
193710,  -8.25,  -7.14,  -5.13, -11.48,  -9.81,  -9.38,  -5.07, -10.66, -14.90, -12.07, -13.82, -13.43, -10.92,  -2.64,  -8.19, -10.04, -10.46
193711,  -8.20,  -7.05, -11.98, -16.17, -15.12, -13.05,  -8.06,  -6.20, -11.06, -11.29, -11.90, -17.62, -11.00,   0.02, -14.86,  -8.27, -11.27
193712,  -6.45, -10.99,  -2.77, -10.75, -12.98,  -8.45,  -6.64, -13.90,  -8.67, -14.27,  -8.74, -19.65,  -9.90, -12.41, -12.47,  -8.73, -11.39
193801,   6.09,   9.22,   1.62,   7.76,   3.81,   4.38,   4.62,  -0.19,   4.01,   4.82,   3.00,  13.09,   2.80,  -8.03,   5.25,  -0.69,   5.11
193802,   4.69,  -0.32,   8.96,   5.08,   3.21,   8.76,   4.38,  11.87,   7.20,   8.56,   8.16,   5.99,   5.91,   7.12,   5.54,   4.33,   5.08
193803, -22.70, -29.50, -25.41, -28.43, -27.09, -25.66, -18.32, -29.17, -33.43, -30.81, -29.26, -33.77, -34.57, -27.17, -26.11, -22.29, -28.52
193804,  15.61,  19.58,  17.41,  19.79,  19.16,  14.77,  13.97,  25.41,  24.11,  22.60,  18.89,  21.35,  23.06,  21.86,  18.88,  16.98,  22.72
193805,  -5.39,  -7.75,  -8.70,  -5.43,  -8.40,  -5.54,  -1.90, -10.53, -11.54, -12.30,  -7.01, -13.03,  -6.03,   2.54,  -5.07,  -7.41,  -6.36
193806,  21.37,  28.20,  26.79,  32.22,  32.49,  33.40,  15.65,  39.64,  45.83,  44.46,  33.64,  40.92,  27.01,  23.75,  30.15,  28.91,  31.48
193807,  10.29,  14.47,   8.87,  14.92,  12.60,  14.35,  11.64,   9.63,   8.00,  13.91,  13.10,  22.91,  14.60,   1.07,  14.62,   7.46,  11.09
193808,  -6.46,  -9.09, -10.00,  -6.78,  -3.85,  -4.42,  -5.23,  -3.90,  -5.15,  -3.77,  -4.70,  -3.22, -10.46,  -8.89,  -5.64,  -8.12,  -3.74
193809,  -2.58,  -3.37,   0.00,  -2.55,   0.66,  -0.73,  -0.90,  -1.11,  -0.88,  -1.02,  -1.59,  -0.87,  -3.46,   1.28,  -1.78,  -0.97,  -0.44
193810,   9.71,  12.53,   2.73,  13.45,  16.36,   7.93,  12.14,  19.37,  20.34,  12.65,  12.47,  15.73,  16.36,  28.55,  13.18,  10.42,  16.35
193811,  -3.74,  -7.85,   0.52,  -6.18,  -4.37,  -1.65,   2.38,  -5.00,  -0.50,  -9.22,  -4.13,  -6.42,  -5.81, -10.30,  -2.86,  -4.86,  -1.45
193812,  -0.20,  -1.17,   4.59,  -0.46,  -1.54,   6.67,  -1.85,   3.78,   5.53,   5.19,   5.94,   0.51,   9.22,   3.59,   0.24,   2.81,   3.21
